AOP,AOP name,Event,Event Process,Event Action,Level of Organisation,Process_merged,Ontology_ID,Object,Ontology_ID,Action,Ontology_ID,Cell Context,  ,Organ Context,Ontology_ID
Aop:98,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to decreased shelter seeking and increased predation,Event:629,sheltering,Decreased,Individual,abnormal sheltering behavior,MP:0014039,,,decreased object quality,PATO:0002303,,,,
Aop:130,Phospholipase A inhibitors lead to hepatotoxicity,Event:839,Mallory body,Formation,Cellular,Mallory bodies,MP:0014045,,,occurrence,PATO:0000057,,,,
Aop:98,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to decreased shelter seeking and increased predation,Event:627,anxiety,Decreased,Individual,fear/anxiety related behavior,NBO:0000018,,,decreased process quality,PATO:0002302,,,,
Aop:10,Binding to the picrotoxin site of ionotropic GABA receptors leading to epileptic seizures,Event:613,Epileptic seizure,Occurrence,Individual,seizures,NBO:0000025,,,occurrence,PATO:0000057,,,,
Aop:79,Nicotinic acetylcholine receptor activation contributes to impaired hive thermoregulation and leads to colony loss/failure,Event:568,Hive thermoregulation,impaired,Population,thermoregulation behavior,NBO:0000051,,,deviation(from_normal),PATO:0000069,,,,
Aop:80,Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure,Event:568,Hive thermoregulation,impaired,Population,thermoregulation behavior,NBO:0000051,,,deviation(from_normal),PATO:0000069,,,,
Aop:84,Suppression of immune system contributes to impaired development and leads to colony loss/failure,Event:568,Hive thermoregulation,impaired,Population,thermoregulation behavior,NBO:0000051,,,deviation(from_normal),PATO:0000069,,,,
Aop:97,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to increased predation,Event:624,burrowing,Increased,Individual,fossorial locomotion behavior,NBO:0000071,,,increased process quality,PATO:0002304,,,,
Aop:86,Decrease Glucose oxidase activity contributes to reduction of antiseptic in food and leads to colony loss/failure,Event:561,Food storage,Reduced,Population,feeding behavior,NBO:0000079,,,decreased process quality,PATO:0002302,,,,
Aop:91,Sodium channel inhibition leading to reduced survival,Event:587,feeding,Reduced,Individual,feeding behavior,NBO:0000079,,,decreased process quality,PATO:0002302,,,,
Aop:95,Ether-a-go-go (ERG) voltage-gated potassium channel inhibition leading to reduced survival,Event:587,feeding,Reduced,Individual,feeding behavior,NBO:0000079,,,decreased process quality,PATO:0002302,,,,
Aop:160,Ionotropic gamma-aminobutyric acid receptor activation mediated neurotransmission inhibition leading to mortality,Event:1016,Feeding,Inhibition,Individual,feeding behavior,NBO:0000079,,,decreased process quality,PATO:0002302,,,,
Aop:161,Glutamate-gated chloride channel activation leading to neurotransmission inhibition associated mortality,Event:1016,Feeding,Inhibition,Individual,feeding behavior,NBO:0000079,,,decreased process quality,PATO:0002302,,,,
Aop:100,Cyclooxygenase inhibition leading to reproductive dysfunction via inhibition of female spawning behavior,Event:674,Ability to attract spawning mates,Reduced,Individual,attraction-related behavior,NBO:0000280,,,decreased process quality,PATO:0002302,,,,
Aop:101,Cyclooxygenase inhibition leading to reproductive dysfunction via inhibition of pheromone release,Event:674,Ability to attract spawning mates,Reduced,Individual,attraction-related behavior,NBO:0000280,,,decreased process quality,PATO:0002302,,,,
Aop:91,Sodium channel inhibition leading to reduced survival,Event:586,swimming speed,Reduced,Individual,aquatic locomotion,NBO:0000371,,,decreased speed,PATO:0000304,,,,
Aop:93,sodium channel inhibition leading to increased predation,Event:586,swimming speed,Reduced,Individual,aquatic locomotion,NBO:0000371,,,decreased process quality,PATO:0002302,,,,
Aop:95,Ether-a-go-go (ERG) voltage-gated potassium channel inhibition leading to reduced survival,Event:586,swimming speed,Reduced,Individual,aquatic locomotion,NBO:0000371,,,decreased process quality,PATO:0002302,,,,
Aop:155,Deiodinase 2 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1005,Swimming performance,Reduced,Individual,aquatic locomotion,NBO:0000371,,,decreased process quality,PATO:0002302,,,,
Aop:156,Deiodinase 2 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1005,Swimming performance,Reduced,Individual,aquatic locomotion,NBO:0000371,,,decreased process quality,PATO:0002302,,,,
Aop:157,Deiodinase 1 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1005,Swimming performance,Reduced,Individual,aquatic locomotion,NBO:0000371,,,decreased process quality,PATO:0002302,,,,
Aop:158,Deiodinase 1 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1005,Swimming performance,Reduced,Individual,aquatic locomotion,NBO:0000371,,,decreased process quality,PATO:0002302,,,,
Aop:159,Thyroperoxidase inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1005,Swimming performance,Reduced,Individual,aquatic locomotion,NBO:0000371,,,decreased process quality,PATO:0002302,,,,
Aop:16,Acetylcholinesterase inhibition leading to acute mortality,Event:442,Population trajectory,Decreased,Individual,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:23,Androgen receptor agonism leading to reproductive dysfunction,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:25,Aromatase inhibition leading to reproductive dysfunction,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:29,Estrogen receptor agonism leading to reproductive dysfunction,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:30,Estrogen receptor antagonism leading to reproductive dysfunction,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:63,Cyclooxygenase inhibition leading to reproductive dysfunction,Event:686,Population trajectory,Declining,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:97,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to population decline,Event:361,"Decline, Population","Decline, Population",Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:100,Cyclooxygenase inhibition leading to reproductive dysfunction via inhibition of female spawning behavior,Event:360,Population trajectory,Decrease,Individual,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:101,Cyclooxygenase inhibition leading to reproductive dysfunction via inhibition of pheromone release,Event:679,Population trajectory,Decline,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:102,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with meiotic prophase I /metaphase I transition,Event:679,Population trajectory,Decline,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:103,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with spindle assembly checkpoint,Event:686,Population trajectory,Declining,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:122,Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation,Event:360,Population trajectory,Decrease,Individual,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:123,Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:138,Organic anion transporter (OAT1) inhibition leading to renal failure and mortality,Event:361,"Decline, Population","Decline, Population",Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:155,Deiodinase 2 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:156,Deiodinase 2 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:157,Deiodinase 1 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:157,Deiodinase 1 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:158,Deiodinase 1 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:159,Thyroperoxidase inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:360,Population trajectory,Decrease,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:177,Cyclooxygenase 1 (COX1) inhibition leading to renal failure and mortality,Event:361,Population,Decline,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,Event:1136,Population trajectory,Impaired recruitment,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:201,Juvenile hormone receptor agonism leading to male offspring induction associated population decline,Event:361,Population,Decline,Population,population growth rate,PCO:0000008,,,decreased rate,PATO:0000911,,,,
Aop:128,Kidney dysfunction by decreased thyroid hormone,Event:814,Kidney toxicity,Occurrence,Organ,toxicity,Q000633,kidney,UBERON:0002113,occurrence,PATO:0000057,,,kidney,UBERON:0002113
Aop:148,EGFR Activation Leading to Decreased Lung Function,Event:1250,"Decrease, Lung function","Decrease, Lung function",Individual,respiratory function,VT:0002327,,,decreased object quality,PATO:0002303,,,,
Aop:64,Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility,Event:520,Decreased fertility,Decreased sperm quantity or quality in the adult,Individual,sperm quantity,VT:0002673,,,decreased object quality,PATO:0002303,,,,
Aop:91,Sodium channel inhibition leading to reduced survival,Event:592,survival,Reduced,Population,life span trait,VT:0005372,,,decreased object quality,PATO:0002303,,,,
Aop:95,Ether-a-go-go (ERG) voltage-gated potassium channel inhibition leading to reduced survival,Event:592,survival,Reduced,Population,life span trait,VT:0005372,,,decreased object quality,PATO:0002303,,,,
Aop:99,Histamine (H2) receptor antagonism leading to reduced survival,Event:636,survival,Decreased,Population,life span trait,VT:0005372,,,decreased object quality,PATO:0002303,,,,
Aop:128,Kidney dysfunction by decreased thyroid hormone,Event:820,Renal plasma flow,Decreased,Tissue,kidney plasma flow trait,VT:0005524,,,decreased process quality,PATO:0002302,,,kidney,UBERON:0002113
Aop:187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,Event:1135,"Acidosis, hypovolemic shock and organ dysfunction",Reduced fitness or even mortality,Tissue,wellness/fitness trait,VT:1000152,,,decreased object quality,PATO:0002303,,,,
Aop:201,Juvenile hormone receptor agonism leading to male offspring induction associated population decline,Event:1208,Male offspring,Increased,Population,offspring quantity,VT:1000189,,,increased object quality,PATO:0002305,,,,
Aop:23,Androgen receptor agonism leading to reproductive dysfunction,Event:78,Cumulative fecundity and spawning,Reduction,Individual,egg quantity,VT:1000294,,,decreased amount,PATO:0001997,,,,
Aop:25,Aromatase inhibition leading to reproductive dysfunction,Event:78,Cumulative fecundity and spawning,Reduction,Individual,egg quantity,VT:1000294,,,decreased amount,PATO:0001997,,,,
Aop:29,Estrogen receptor agonism leading to reproductive dysfunction,Event:78,Cumulative fecundity and spawning,Reduction,Individual,egg quantity,VT:1000294,,,decreased amount,PATO:0001997,,,,
Aop:30,Estrogen receptor antagonism leading to reproductive dysfunction,Event:78,Cumulative fecundity and spawning,Reduction,Individual,egg quantity,VT:1000294,,,decreased amount,PATO:0001997,,,,
Aop:122,Prolyl hydroxylase inhibition leading to reproductive dysfunction via increased HIF1 heterodimer formation,Event:78,Cumulative fecundity and spawning,Reduction,Individual,egg quantity,VT:1000294,,,decreased amount,PATO:0001997,,,,
Aop:123,Unknown MIE leading to reproductive dysfunction via increased HIF-1alpha transcription,Event:78,Cumulative fecundity and spawning,Reduction,Individual,egg quantity,VT:1000294,,,decreased amount,PATO:0001997,,,,
Aop:153,Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats,Event:972,Reduced number of oocytes ovulated,Decreased fertility,Individual,egg quantity,VT:1000294,,,decreased amount,PATO:0001997,,,,
Aop:1,Uncharacterized liver damage leading to hepatocellular carcinoma,Event:294,Unknown,N/A,Molecular,,,,,,,eukaryotic cell,CL:0000255,,
Aop:3,Inhibition of the mitochondrial complex I of nigra-striatal neurons leads to parkinsonian motor deficits,Event:177,Mitochondrial dysfunction,N/A,Cellular,,,mitochondrion,GO:0005739,damage,PATO:0001020,eukaryotic cell,CL:0000255,,
Aop:3,Inhibition of the mitochondrial complex I of nigra-striatal neurons leads to parkinsonian motor deficits,Event:896,Parkinsonian motor deficits,Increased,Individual,,,Parkinsonian disorders,D020734,occurrence,PATO:0000057,,,,
Aop:6,Antagonist binding to PPARalpha leading to starvation-like body-weight loss,Event:862,Circulating Ketone Bodies,Not Increased,Tissue,,,ketone body,CHEBI:73693,deviation(from_normal),PATO:0000069,,,blood,UBERON:0000178
Aop:7,Aromatase (Cyp19a1) reduction leading to impaired fertility in adult female,Event:219,Plasma 17beta-estradiol concentrations,Reduction,Organ,,,17beta-estradiol,CHEBI:16469,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:8,"Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals",Event:281,Thyroxin (T4) in serum,Decreased,Tissue,,,thyroxine,CHEBI:30660,decreased concentration,PATO:0001163,,,serum,UBERON:0001977
Aop:8,"Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals",Event:280,Thyroxin (T4) in neuronal tissue,Decreased,Organ,,,thyroxine,CHEBI:30660,decreased concentration,PATO:0001163,,,brain,UBERON:0000955
Aop:8,"Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals",Event:757,Hippocampal anatomy,Altered,Organ,,,hippocampal formation,UBERON:0002421,malformed,PATO:0000646,,,brain,UBERON:0000955
Aop:14,Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility,Event:168,Lymphocytes,Decreased,Individual,,,lymphocyte,CL:0000542,decreased amount,PATO:0001997,,,,
Aop:16,Acetylcholinesterase inhibition leading to acute mortality,Event:10,Acetylcholine in synapses,Accumulation,Cellular,,,acetylcholine,CHEBI:15355,increased amount,PATO:0000470,eukaryotic cell,CL:0000255,,
Aop:16,Acetylcholinesterase inhibition leading to acute mortality,Event:444,Atrioventricular block and bradycardia,Increased,Organ,,,atrioventricular block,D054537,increased object quality,PATO:0002305,,,heart,UBERON:0000948
Aop:16,Acetylcholinesterase inhibition leading to acute mortality,Event:444,Atrioventricular block and bradycardia,Increased,Organ,,,decreased heart rate,D001919,increased object quality,PATO:0002305,,,heart,UBERON:0000948
Aop:17,Binding to SH/selen-proteins can trigger neuroinflammation leading to neurodegeneration,Event:130,GSH,Depletion,Cellular,,,glutathione,CHEBI:16856,decreased concentration,PATO:0001163,eukaryotic cell,CL:0000255,,
Aop:18,PPARalpha activation in utero leading to impaired fertility in males,Event:446,testosterone level,Reduction,Tissue,,,testosterone,CHEBI:17347,decreased concentration,PATO:0001163,,,blood,UBERON:0000178
Aop:18,PPARalpha activation in utero leading to impaired fertility in males,Event:348,Male reproductive tract,Malformation,Organ,,,male reproductive organ,UBERON:0003135,malformed,PATO:0000646,,,Male reproductive system,UBERON:0000079
Aop:18,PPARalpha activation in utero leading to impaired fertility in males,`,Fertility,impaired,Individual,,,fertility,D005298,decreased object quality,PATO:0002303,,,,
Aop:19,Androgen receptor antagonism leading to adverse effects in the male foetus (mammals),Event:337,Impairment of reproductive capacity,N/A,Individual,,,fertility,D005298,decreased object quality,PATO:0002303,,,,
Aop:23,Aromatase inhibition leading to reproductive dysfunction,Event:219,Plasma 17beta-estradiol concentrations,Reduction,Organ,,,17beta-estradiol,CHEBI:16469,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:23,Androgen receptor agonism leading to reproductive dysfunction,Event:221,Plasma vitellogenin concentrations,Reduction,Organ,,,vitellogenins,D014819,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:23,Androgen receptor agonism leading to reproductive dysfunction,Event:129,"Gonadotropins, circulating concentrations",Reduction,Organ,,,Luteinizing hormone,CHEBI:81568,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:23,Androgen receptor agonism leading to reproductive dysfunction,Event:129,"Gonadotropins, circulating concentrations",Reduction,Organ,,,Follicle stimulating hormone,CHEBI:81569,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:25,Aromatase inhibition leading to reproductive dysfunction,Event:219,Plasma 17beta-estradiol concentrations,Reduction,Organ,,,17beta-estradiol,CHEBI:16469,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:25,Aromatase inhibition leading to reproductive dysfunction,Event:221,Plasma vitellogenin concentrations,Reduction,Organ,,,vitellogenins,D014819,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:26,Calcium-mediated neuronal ROS production and energy imbalance,Event:50,Ca++ (intracellular),Increase,Cellular,,,calcium ion,CHEBI:39124,increased amount,PATO:0000470,eukaryotic cell,CL:0000255,,
Aop:26,Calcium-mediated neuronal ROS production and energy imbalance,Event:178,Mitochondrial electron transport chain,Disruption,Cellular,,,mitochondrial respiratory chain,GO:0005746,disrupted,PATO:0001507,eukaryotic cell,CL:0000255,,
Aop:26,Calcium-mediated neuronal ROS production and energy imbalance,Event:193,Nitric Oxide,Decreased,Cellular,,,nitric oxide,CHEBI:16480,decreased amount,PATO:0001997,eukaryotic cell,CL:0000255,,
Aop:27,Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11),Event:214,Pathological condition,Bile accumulation,Cellular,,,bile,UBERON:0001970,increased amount,PATO:0000470,eukaryotic cell,CL:0000255,,
Aop:27,Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11),Event:357,Pathology,Cholestasis,Individual,,,cholestasis,D002779,occurrence,PATO:0000057,,,,
Aop:28,Cyclooxygenase inhibition leading reproductive failure,Event:243,Prostaglandin E2 concentration,Reduction,Tissue,,,prostaglandin E2,CHEBI:15551,decreased concentration,PATO:0002303,,,blood,UBERON:0000178
Aop:28,Cyclooxygenase inhibition leading reproductive failure,Event:106,Eggshell thickness,Reduction,Tissue,,,eggshell,UBERON:0005079,decreased thickness,PATO:0000592,,,eggshell,UBERON:0005079
Aop:28,Cyclooxygenase inhibition leading reproductive failure,Event:119,Gap,N/A,Tissue,,,eggshell,UBERON:0005079,damage,PATO:0001020,,,eggshell,UBERON:0005079
Aop:29,Estrogen receptor agonism leading to reproductive dysfunction,Event:220,Plasma vitellogenin concentrations,Increase,Organ,,,vitellogenins,D014819,increased concentration,PATO:0001162,,,blood plasma,UBERON:0001969
Aop:30,Estrogen receptor antagonism leading to reproductive dysfunction,Event:221,Plasma vitellogenin concentrations,Reduction,Organ,,,vitellogenins,D014819,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:250,Red blood cells; hemolysis,Damaging,Cellular,,,hemolysis,D006461,increased object quality,PATO:0002305,erythrocyte,CL:0000232,,
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:246,RBC congestion in liver,Increase,Organ,,,erythrocyte,CL:0000232,increased amount,PATO:0000470,,,liver,UBERON:0002107
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:161,Liver and splenic hemosiderosis,Increase,Organ,,,hemosiderosis,D006486,increased object quality,PATO:0002305,,,liver,UBERON:0002107
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:161,Liver and splenic hemosiderosis,Increase,Organ,,,hemosiderosis,D006486,increased object quality,PATO:0002305,,,spleen,UBERON:0002106
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:173,"Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number",N/A,Organ,,,Methemoglobinemia,D008708,increased object quality,PATO:0002305,,,blood,UBERON:0000178
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:173,"Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number",N/A,Organ,,, hemoglobin ,CHEBI:35143,decreased amount,PATO:0001997,,,blood,UBERON:0000178
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:173,"Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number",N/A,Organ,,,erythrocyte,CL:0000232,increased amount,PATO:0000470,,,blood,UBERON:0000178
Aop:31,Oxidation of iron in hemoglobin leading to hematotoxicity,Event:321,Cyanosis occurs,N/A,Individual,,,Cyanosis,D003490,occurrence,PATO:0000057,,,,
Aop:32,"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",Event:347,Liver tumor,Formation,Individual,,,hepatocellular carcinoma,D006528,increased object quality,PATO:0002305,,,,
Aop:33,Kidney toxicity induced by activation of 5HT2C,Event:294,Unknown,N/A,Cellular,,,,,,,,,,
Aop:34,LXR activation leading to hepatic steatosis,Event:291,Triglyceride,Accumulation,Cellular,,,triglyceride,CHEBI:17855,increased concentration,PATO:0001162,hepatocyte,CL:0000182,,
Aop:34,LXR activation leading to hepatic steatosis,Event:345,Liver Steatosis,N/A,Organ,,,fatty liver,D005234,occurrence,PATO:0000057,,,liver,UBERON:0002107
Aop:35,Narcosis leading to respiratory failure,Event:46,Biological membranes,Accumulation,Cellular,,,membrane,GO:0016020,increased object quality,PATO:002305,eukaryotic cell,CL:0000255,,
Aop:35,Narcosis leading to respiratory failure,Event:169,Membrane integrity,Disruption,Cellular,,,plasma membrane,GO:0005886,abnormal,PATO:0000460,eukaryotic cell,CL:0000255,,
Aop:36,Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis,Event:327,Fatty acid,Accumulation,Organ,,,fatty acid,CHEBI:35366,increased concentration,PATO:0001162,,,liver,UBERON:0002107
Aop:36,Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis,Event:459,Liver Steatosis,Increased,Organ,,,Fatty liver,D005234,increased process quality,PATO:0002304,,,liver,UBERON:0002107
Aop:40,Covalent Protein binding leading to Skin Sensitisation,Event:827,skin,sensitisation,Organ,,,,,,,,,,
Aop:41,Sustained AhR Activation leading to Rodent Liver Tumours,Event:139,"Hepatotoxicity, Hepatopathy, including a constellation of observable effects",N/A,Tissue,,,Liver Diseases,D008107,occurrence,PATO:0000057,,,liver,UBERON:0002107
Aop:41,Sustained AhR Activation leading to Rodent Liver Tumours,Event:856,Hepatocellular and Bile duct tumors,Formation,Organ,,,hepatocellular carcinoma,D006528,increased object quality,PATO:0002305,,,hepatobiliary system,UBERON:0002423
Aop:41,Sustained AhR Activation leading to Rodent Liver Tumours,Event:856,Hepatocellular and Bile duct tumors,Formation,Organ,,,Bile Duct Neoplasms,D001650,increased object quality,PATO:0002305,,,hepatobiliary system,UBERON:0002423
Aop:42,Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Event:281,Thyroxin (T4) in serum,Decreased,Tissue,,,thyroxine,CHEBI:30660,decreased concentration,PATO:0001163,,,serum,UBERON:0001977
Aop:42,Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Event:280,Thyroxin (T4) in neuronal tissue,Decreased,Organ,,,thyroxine,CHEBI:30660,decreased concentration,PATO:0001163,,,brain,UBERON:0000955
Aop:42,Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Event:757,Hippocampal anatomy,Altered,Organ,,,hippocampal formation,UBERON:0002421,malformed,PATO:0000646,,,brain,UBERON:0000955
Aop:43,Disruption of VEGFR Signaling Leading to Developmental Defects,Event:298,Vascular,Insufficiency,Organ,,,capillary plexus,UBERON:0035753,abnormal,PATO:0000460,,,embryo,UBERON:0000922
Aop:46,AFB1: Mutagenic Mode-of-Action leading to Hepatocellular Carcinoma (HCC),Event:378,Hepatocellular carcinoma,Tumorigenesis,Individual,,,hepatocellular carcinoma,D006528,increased object quality,PATO:0002305,,,,
Aop:48,"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",Event:389,Intracellular Calcium overload,Increased,Cellular,,,calcium ion,CHEBI:39124,increased concentration,PATO:0001162,eukaryotic cell,CL:0000255,,
Aop:48,"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",Event:177,Mitochondrial dysfunction,N/A,Cellular,,,mitochondrion,GO:0005739,damage,PATO:0001020,eukaryotic cell,CL:0000255,,
Aop:51,PPARalpha activation leading to impaired fertility in adult male rodents,Event:446,testosterone level,Reduction,Tissue,,,testosterone,CHEBI:17347,decreased concentration,PATO:0001163,,,blood,UBERON:0000178
Aop:53,ER agonism leading to reduced survival due to renal failure,Event:220,Plasma vitellogenin concentrations,Increase,Organ,,,vitellogenins,D014819,increased concentration,PATO:0001162,,,blood plasma,UBERON:0001969
Aop:53,ER agonism leading to reduced survival due to renal failure,Event:419,renal vitellogenin deposition,Increased,Organ,,,vitellogenins,D014819,increased concentration,PATO:0001162,,,kidney,UBERON:0002113
Aop:53,ER agonism leading to reduced survival due to renal failure,Event:421,glomerular rupture and renal hemorrhaging,Increased,Organ,,,glomerular basement membrane,UBERON:0005777,damage,PATO:0001020,,,kidney,UBERON:0002113
Aop:54,Inhibition of Na+/I- symporter (NIS) decreases TH synthesis leading to learning and memory deficits in children,Event:281,Thyroxin (T4) in serum,Decreased,Tissue,,,thyroxine,CHEBI:30660,decreased concentration,PATO:0001163,,,serum ,UBERON:0001977
Aop:54,Inhibition of Na+/I- symporter (NIS) decreases TH synthesis leading to learning and memory deficits in children,Event:280,Thyroxin (T4) in neuronal tissue,Decreased,Organ,,,thyroxine,CHEBI:30660,decreased concentration,PATO:0001163,,,brain,UBERON:0000955
Aop:57,AhR activation leading to hepatic steatosis,Event:327,Fatty acid,Accumulation,Organ,,,fatty acid,CHEBI:35366,increased concentration,PATO:0001162,,,liver,UBERON:0002107
Aop:57,AhR activation leading to hepatic steatosis,Event:291,Triglyceride,Accumulation,Cellular,,,triglyceride,CHEBI:17855,increased concentration,PATO:0001162,hepatocyte,CL:0000182,,
Aop:58,NR1I3 (CAR) suppression leading to hepatic steatosis,Event:327,Fatty acid,Accumulation,Organ,,,fatty acid,CHEBI:35366,increased concentration,PATO:0001162,,,liver,UBERON:0002107
Aop:58,NR1I3 (CAR) suppression leading to hepatic steatosis,Event:459,Liver Steatosis,Increased,Organ,,,Fatty liver,D005234,increased object quality,PATO:0002305,,,liver,UBERON:0002107
Aop:60,"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis",Event:327,Fatty acid,Accumulation,Organ,,,fatty acid,CHEBI:35366,increased concentration,PATO:0001162,,,liver,UBERON:0002107
Aop:60,"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis",Event:459,Liver Steatosis,Increased,Organ,,,Fatty liver,D005234,increased object quality,PATO:0002305,,,liver,UBERON:0002107
Aop:61,NFE2L2/FXR activation leading to hepatic steatosis,Event:459,Liver Steatosis,Increased,Organ,,,Fatty liver,D005234,increased object quality,PATO:0002305,,,liver,UBERON:0002107
Aop:62,AKT2 activation leading to hepatic steatosis,Event:459,Liver Steatosis,Increased,Organ,,,Fatty liver,D005234,increased object quality,PATO:0002305,,,liver,UBERON:0002107
